origin_city,destination_city,weight_tons,distance_miles,price_per_ton_mile
Rest of MN,Birmingham AL,6e-05,669.4611256348918,7.199999999999968e-06
North Dakota,Milwaukee WI,0.162032,690.7300342827331,0.01944384
Tulsa OK,Greenville SC,0.151977,770.9789638726138,0.018237240000000002
San Antonio TX,Phoenix AZ,0.003891,847.8721293661163,0.00046691999999999995
San Antonio TX,Detroit MI,0.09035,1238.3567983280902,0.010842
Rest of TX,Rest of WI,4.7e-05,907.0106498584586,5.639999999999993e-06
Rest of TX,Iowa,0.000366,657.3634695651091,4.391999999999986e-05
Savannah GA,Laredo TX,0.755269,1557.453928253664,0.09063228
Rest of MN,Arkansas,0.167259,340.166708863011,0.020071079999999998
Rest of OH,North Dakota,0.132473,1041.5486390641397,0.01589676
Savannah GA,Rest of PA,0.20751,843.5187514705538,0.0249012
Beaumont TX,Knoxville TN,0.000766,715.6725792958308,9.191999999999992e-05
Tampa FL,Houston TX,0.516686,792.5108848894665,0.06200231999999999
Houston TX,Montana,0.813909,1434.867256688446,0.09766907999999998
Fort Wayne IN,Miami FL,0.167524,1092.3632805773873,0.02010288
Rest of AL,Atlanta GA,71.759347,130.57563163605104,8.61112164
Rest of KS,Salt Lake City UT,12.121931,801.9847066491301,1.4546317199999999
Beaumont TX,Houston TX,2.948405,79.35966232709066,0.3538086
Rest of MA,Detroit MI,0.228358,482.80950346630425,0.02740296
Rest of NY,Rest of PA,29.258451,869.7838427947365,3.51101412
Beaumont TX,Houston TX,4.610875,79.35966232709066,0.553305
Columbus OH,Charleston SC,1.015613,523.1605881878091,0.12187356
Charleston SC,Atlanta GA,0.415393,265.9836115921425,0.049847160000000015
Mobile AL,Rest of WA,0.044111,2398.633493960761,0.00529332
Rest of NY,Beaumont TX,0.003307,1349.662104967813,0.00039684
Nashville TN,Rest of TX,0.75648,783.9372265094257,0.09077760000000001
Houston TX,Rest of TX,5.79386,427.8731791669677,0.6952631999999999
Atlanta GA,Rest of NC,0.116931,225.2674404212191,0.01403172
Knoxville TN,Rest of IL,17.739919,445.5175536203092,2.1287902800000005
Savannah GA,Miami FL,0.115953,1216.200129359304,0.013914359999999999
Detroit MI,Rest of MI,4.560133,482.80950346630425,0.54721596
North Dakota,Detroit MI,0.121121,929.3226470747744,0.014534519999999997
Orlando FL,Seattle WA,0.431808,2547.527365231858,0.05181696
Montana,Rest of MD,0.003836,1731.9226566953778,0.00046031999999999996
Arkansas,Charleston SC,0.041998,736.5560013116475,0.00503976
Dayton OH,Orlando FL,0.330932,788.8451187895286,0.03971184
Rest of OR,Rest of CA,7.302611,2129.6994288412443,0.8763133199999998
Rest of KY,Charleston SC,0.002319,374.98971108583584,0.0002782799999999998
North Dakota,Salt Lake City UT,0.168588,734.9265784141853,0.020230559999999998
West Virginia,North Dakota,0.01457,1175.135536734002,0.0017483999999999998
Orlando FL,Miami FL,0.017546,205.20581212847236,0.0021055199999999996
Tampa FL,Los Angeles CA,0.019986,2153.814646949471,0.0023983200000000002
Rest of TN,Rest of MO,11.063123,4906.333043963333,1.3275747599999999
Indianapolis IN,Rest of IL,0.000506,155.9248173971961,6.0719999999999696e-05
San Francisco CA,Grand Rapids MI,0.855702,1956.0830701818768,0.10268423999999998
Rest of SC,Raleigh-Durham NC,4.1e-05,232.5372681811614,4.919999999999939e-06
Miami FL,Orlando FL,1.208972,205.20581212847236,0.14507663999999995
Miami FL,Rochester NY,0.011934,1207.07834626982,0.00143208
Denver CO,Arkansas,19.378794,758.6544557676555,2.32545528
Rest of NE,Cleveland OH,0.841761,8136.326812858183,0.10101131999999999
Rest of AL,West Virginia,0.000981,510.5284876887418,0.00011771999999999984
New Mexico,Beaumont TX,2.526471,761.2251567946602,0.30317652
Detroit MI,Grand Rapids MI,39.126094,140.49654010964787,4.69513128
Maine,Rest of NH,0.002814,3033.3123104141937,0.00033768
Rest of WI,Phoenix AZ,11.179194,1461.4103594091405,1.34150328
Mississippi,Laredo TX,4.654945,694.6421148635968,0.5585933999999999
Rest of MN,Rest of CT,0.679008,850.5029934489563,0.08148096
Rest of NC,Rest of WI,2.841463,596.006038502467,0.34097555999999996
Rest of UT,Tucson AZ,0.170599,3951.7999114492095,0.020471880000000005
Rest of AZ,Rest of GA,5.1e-05,5217.301549604347,6.119999999999999e-06
Fresno CA,New Mexico,0.173276,789.1159112551094,0.020793120000000002
New Mexico,Rest of NC,0.002316,1383.005211590796,0.0002779199999999999
Atlanta GA,Nashville TN,0.02695,214.41822755211425,0.003234
Houston TX,San Antonio TX,1.262052,189.66169182304887,0.15144624
Rest of NC,Raleigh-Durham NC,7.7e-05,153.70720454779857,9.239999999999617e-06
Rest of AZ,Phoenix AZ,2.7e-05,146.4968198988265,3.2399999999993324e-06
Rest of TN,Mobile AL,17.246086,10151.984257630878,2.0695303199999997
Tulsa OK,Rest of AL,0.02585,685.3584079138033,0.003102
Rest of WA,Oklahoma City OK,0.098206,10333.461970035434,0.011784719999999999
Knoxville TN,South Dakota,3.751478,1051.4678553639678,0.45017735999999997
Indianapolis IN,Houston TX,0.109026,865.2317838724299,0.013083119999999998
Rest of DE,Baltimore MD,0.000743,4016.667416021304,8.916e-05
Hartford CT,Rest of NY,0.097908,94.52503998428936,0.01174896
Detroit MI,West Virginia,1.166041,290.33944053815475,0.13992492000000004
Rest of SC,Rest of TX,9.887955,1021.216683548238,1.1865546
Savannah GA,Salt Lake City UT,0.584666,1654.353477976562,0.07015992
Los Angeles CA,Denver CO,0.211499,830.2429180469964,0.025379879999999997
Charleston SC,Detroit MI,0.001297,679.7458250401269,0.00015563999999999994
San Antonio TX,Austin TX,2.2e-05,73.72638556244047,2.639999999999419e-06
Rest of AL,Nashville TN,0.000183,303.9452121902718,2.1959999999999776e-05
Mobile AL,Rest of WA,0.02561,2398.633493960761,0.0030732
Houston TX,Rest of LA,0.004765,792.7230827797407,0.0005717999999999999
Houston TX,Los Angeles CA,0.338838,1373.528870817464,0.04066056
Savannah GA,Rest of NC,7.117041,519.9611218519426,0.85404492
San Francisco CA,Rest of GA,0.000378,5296.634088793515,4.535999999999999e-05
Atlanta GA,Iowa,1.668998,744.6829647605641,0.20027975999999997
Baltimore MD,Rest of NC,46.892303,351.8301139659597,5.627076359999999
Rest of WI,Idaho,0.070708,1306.8490889159923,0.008484959999999998
Rest of UT,New Mexico,2.927785,3747.173603461739,0.35133420000000004
Knoxville TN,Atlanta GA,2.28944,154.7537343221374,0.2747328
Columbus OH,Rest of UT,0.026244,2983.1194123975,0.0031492799999999995
Wichita KS,Rest of CO,2.618228,412.767094519534,0.31418736
Grand Rapids MI,Rochester NY,0.219907,407.66919562248927,0.026388839999999997
Wichita KS,Beaumont TX,0.001655,556.4147948417689,0.00019859999999999984
Knoxville TN,Orlando FL,0.020507,531.3856432880226,0.0024608399999999997
Rest of CO,Rest of OH,3.50119,1242.4420291783836,0.4201427999999999
Fresno CA,Rest of OH,0.005693,2067.5099992934124,0.00068316
Rest of UT,Rest of SC,0.238545,2674.6276622966598,0.0286254
Mississippi,Los Angeles CA,0.557511,1642.1676788303282,0.06690131999999999
Rest of CT,Baltimore MD,0.004426,438.7436372206971,0.0005311199999999998
Rest of OR,Rest of TN,0.027724,5722.038562789075,0.0033268799999999995
Rest of NY,Indianapolis IN,0.065074,648.003276086987,0.007808880000000001
Rest of IN,Rest of VA,0.379829,8309.094439855628,0.04557948
Rest of NC,Rest of OR,0.000354,2252.8152862689094,4.247999999999997e-05
Wyoming,Rest of NY,0.070226,1727.0681085270764,0.008427119999999998
Rochester NY,Maine,0.055224,467.3424736796578,0.006626880000000001
Rest of CA,Columbus OH,1.953579,390.6001102661221,0.23442947999999994
Houston TX,Milwaukee WI,0.006966,1004.5732407931996,0.0008359200000000001
Cleveland OH,Rest of NC,0.001815,378.9120562198336,0.00021779999999999985
Mississippi,Rest of LA,65.728936,394.4908496962097,7.8874723200000005
Greenville SC,Atlanta GA,0.001631,136.94205356584712,0.00019572
Houston TX,Denver CO,1.029734,881.1071725281374,0.12356808
Tulsa OK,Charleston SC,0.048421,944.0859900595772,0.00581052
Rest of CA,Los Angeles CA,0.017525,2147.207519590654,0.0021029999999999994
Montana,Salt Lake City UT,0.01668,470.21511162964384,0.0020016
Grand Rapids MI,Rest of NH,0.001842,3810.9425768137858,0.00022104
San Francisco CA,Grand Rapids MI,0.002908,1956.0830701818768,0.00034895999999999994
Los Angeles CA,New Mexico,0.030312,700.9132899080018,0.0036374399999999996
San Antonio TX,Wichita KS,0.025522,573.6872443889043,0.0030626399999999997
Rest of FL,Rest of IL,6.8e-05,842.5393369135863,8.159999999999924e-06
Columbus OH,Indianapolis IN,9e-06,168.4007479651359,1.0799999999997222e-06
Columbus OH,Richmond VA,0.000634,9412.54746237025,7.607999999999999e-05
Orlando FL,Miami FL,0.017814,205.20581212847236,0.0021376799999999994
Mobile AL,Rest of AL,0.00088,9177.314096342869,0.00010559999999999999
Birmingham AL,Mobile AL,0.004023,9119.73903241901,0.00048275999999999994
Phoenix AZ,Tucson AZ,0.000261,105.9348761349123,3.13199999999995e-05
Salt Lake City UT,Rest of WA,0.001324,9485.076242386092,0.00015888000000000002
Rest of AZ,Knoxville TN,1.9e-05,1534.7128976755034,2.279999999999969e-06
Houston TX,Fresno CA,0.000308,1488.371486688847,3.6959999999999944e-05
Rest of TX,Houston TX,0.017071,427.8731791669677,0.00204852
Los Angeles CA,San Diego CA,0.349311,111.09265847222484,0.04191732
Atlanta GA,South Dakota,0.207073,1135.9685616269685,0.02484876
Savannah GA,Salt Lake City UT,0.089992,1654.353477976562,0.010799040000000001
Rest of OH,Cleveland OH,39.517491,30.272272794613237,4.742098919999999
Rest of UT,Tucson AZ,0.012147,3951.7999114492095,0.0014576400000000003
New Mexico,Wichita KS,0.244316,529.3772699411675,0.029317919999999997
Rest of WA,Los Angeles CA,0.007669,9183.701550315938,0.0009202799999999998
Houston TX,San Antonio TX,0.151945,189.66169182304887,0.0182334
Rest of AL,Cleveland OH,0.01955,684.6641303682813,0.002346
San Diego CA,Houston TX,0.010931,1304.1628312413038,0.0013117199999999997
Salt Lake City UT,Tampa FL,0.140141,1887.3398712760893,0.01681692
Sacramento CA,Rest of AZ,0.026677,780.1707418775178,0.0032012399999999997
Fort Wayne IN,Detroit MI,0.007106,138.43369194886415,0.0008527199999999996
Charleston SC,Orlando FL,0.007223,304.98584238364447,0.0008667599999999998
Mississippi,San Francisco CA,5.243678,1865.233022123486,0.62924136
Rest of OH,Salt Lake City UT,0.113814,1581.9587678413884,0.01365768
Charleston SC,Miami FL,0.045437,483.3390798891824,0.0054524399999999985
Tampa FL,Rest of FL,0.009126,155.28420980977833,0.0010951199999999998
Rest of FL,Miami FL,0.015434,339.8430686614042,0.00185208
Montana,Vermont,0.095752,1781.14882423442,0.011490239999999999
San Francisco CA,Maine,0.194727,2768.6635086110905,0.02336724
Tucson AZ,Rest of MD,0.000147,1969.7020532291965,1.7639999999999984e-05
Houston TX,Austin TX,0.000326,146.72990195638008,3.9119999999999395e-05
Rest of FL,Mobile AL,0.048749,9280.419267623292,0.005849880000000001
Rest of WI,West Virginia,0.925917,489.970999974589,0.11111004
Rest of NY,Hartford CT,0.71167,94.52503998428936,0.08540039999999999
Vermont,Nashville TN,0.013021,949.5534657678872,0.0015625199999999995
Miami FL,Rest of NE,0.637671,9212.083027759048,0.07652051999999998
Rest of NC,Atlanta GA,5.450363,225.2674404212191,0.6540435600000001
Rest of KY,San Francisco CA,0.082286,2160.2921772896943,0.009874319999999999
Savannah GA,Salt Lake City UT,0.059924,1654.353477976562,0.007190879999999999
Indianapolis IN,Rest of TN,27.433156,4642.842769385815,3.2919787199999995
Tulsa OK,Phoenix AZ,0.025135,932.0764016406184,0.0030162000000000006
Rest of NE,Salt Lake City UT,0.982668,7460.5299139610415,0.11792016
Charleston SC,Atlanta GA,3e-06,265.9836115921425,3.6000000000000005e-07
Mississippi,Savannah GA,0.342368,902.3269609647224,0.04108415999999999
Milwaukee WI,South Dakota,1.08827,630.7886417228905,0.13059240000000003
Hartford CT,Knoxville TN,0.000112,725.072251428414,1.3439999999999883e-05
San Francisco CA,Rest of MD,0.025656,2448.133179412885,0.00307872
Savannah GA,Houston TX,0.000242,1278.2657875505154,2.9039999999999946e-05
Miami FL,Rest of OH,0.017314,1057.7925980435282,0.00207768
Columbus OH,Rest of IL,45.871961,269.9557215765223,5.50463532
Rochester NY,Maine,0.010327,467.3424736796578,0.00123924
North Dakota,Austin TX,0.227323,1206.0079241657145,0.02727876
Detroit MI,Hartford CT,0.047553,533.828448897036,0.00570636
Rest of PA,Fort Wayne IN,0.126714,628.4945625109578,0.01520568
Rest of VA,North Dakota,37.965495,1181.558915600602,4.555859399999999
Laredo TX,Orlando FL,3.544863,1106.8916782975436,0.42538355999999994
Rest of MO,Tampa FL,27.526249,856.2863574003687,3.30314988
Houston TX,San Antonio TX,0.052368,189.66169182304887,0.00628416
Savannah GA,Miami FL,0.014987,1216.200129359304,0.00179844
Charleston SC,Columbus OH,0.998609,523.1605881878091,0.11983308000000001
Arkansas,North Dakota,0.308578,953.1061496343186,0.037029360000000004
Los Angeles CA,Rest of CO,0.028696,817.0217416077743,0.00344352
Miami FL,Atlanta GA,0.007857,604.2520661934349,0.00094284
Atlanta GA,Greenville SC,12.139468,136.94205356584712,1.45673616
Mobile AL,Los Angeles CA,0.02645,7458.266335871193,0.003174
Laredo TX,Rest of DE,0.163513,5510.307707712874,0.019621559999999996
San Antonio TX,Rest of TX,0.007428,349.7388636807603,0.0008913599999999997
Detroit MI,Laredo TX,0.005438,1379.762319488799,0.0006525599999999999
Rest of CA,Los Angeles CA,5.2e-05,2147.207519590654,6.2399999999999614e-06
Rest of MN,Maine,0.081308,1533.592832558285,0.00975696
San Francisco CA,Houston TX,0.098168,1645.2030393644795,0.011780160000000001
Iowa,Idaho,0.12135,1056.5654858625437,0.014562000000000002
Rest of NC,Atlanta GA,0.028936,225.2674404212191,0.00347232
Rest of UT,Greenville SC,0.001583,2686.4886749930024,0.00018996
Maine,Rest of WI,0.000501,961.7071011084712,6.0119999999999906e-05
Charleston SC,Rest of FL,0.244969,239.6591934894211,0.029396279999999997
Charleston SC,Miami FL,0.795166,483.3390798891824,0.09541991999999998
Rest of WA,Laredo TX,0.103549,10311.12904552472,0.01242588
Rest of IN,San Diego CA,0.208049,9144.80303333459,0.024965880000000003
Rest of CO,Detroit MI,0.092843,1166.2306783418514,0.011141159999999997
Rest of GA,Detroit MI,0.191981,3665.8948293240296,0.023037719999999998
Miami FL,Columbus OH,0.274582,991.119936235354,0.03294984
Knoxville TN,Charleston SC,0.951999,315.4885078589713,0.11423987999999999
Rest of IN,Laredo TX,8.044986,9644.702495187104,0.96539832
Columbus OH,Hartford CT,0.047409,553.8605643201173,0.00568908
Rest of MN,North Dakota,131.886836,662.2201999305893,15.826420319999999
Laredo TX,Atlanta GA,0.090964,996.4774795591584,0.010915679999999997
Los Angeles CA,Rest of CA,0.004498,2147.207519590654,0.00053976
San Francisco CA,Rest of OR,0.005417,321.8412225122945,0.0006500399999999998
Orlando FL,Miami FL,0.010979,205.20581212847236,0.0013174799999999993
Idaho,Knoxville TN,0.000123,1676.0992734114395,1.4759999999999972e-05
Miami FL,Laredo TX,0.782615,1199.618765250612,0.0939138
Montana,Rest of CA,5.756054,1408.948925676779,0.6907264799999999
Montana,Houston TX,0.465127,1434.867256688446,0.05581523999999999
Denver CO,Tulsa OK,0.001248,552.3295417682092,0.00014975999999999998
Miami FL,Rest of GA,0.004686,4330.763959865669,0.00056232
Detroit MI,Tucson AZ,0.204418,1679.3956790920197,0.024530159999999995
Iowa,Austin TX,0.117087,840.3563552321426,0.014050439999999997
San Diego CA,Savannah GA,0.002111,2150.74591248236,0.00025331999999999997
Charleston SC,Miami FL,0.08953,483.3390798891824,0.010743599999999999
Corpus Christi TX,Los Angeles CA,0.007425,1308.582760164232,0.0008909999999999999
Rest of MA,Rest of GA,0.876236,3365.1608787521554,0.10514831999999999
Rest of TX,Beaumont TX,1.864028,468.2143202622012,0.22368335999999997
Los Angeles CA,Rest of VA,2.773601,2269.93713588846,0.33283212
Fresno CA,Los Angeles CA,0.00789,204.4711895335981,0.0009468
Fort Wayne IN,Denver CO,6.4e-05,1050.1213670162658,7.679999999999979e-06
Phoenix AZ,Rest of AZ,0.013797,146.4968198988265,0.00165564
Rest of TX,Nashville TN,0.277204,783.9372265094257,0.033264480000000006
Cleveland OH,Rest of PA,0.008327,684.6641303682813,0.00099924
Knoxville TN,Indianapolis IN,3.4e-05,289.6924584659478,4.079999999999768e-06
Rest of KY,Tampa FL,0.332877,675.4119767710034,0.03994524000000001
Tampa FL,Savannah GA,0.20597,1076.8534794618486,0.024716399999999996
Rest of MI,Rest of CA,13.712038,440.01757740419015,1.64544456
Rest of LA,Seattle WA,0.006869,2165.8814548967525,0.00082428
Charleston SC,Richmond VA,0.003342,9481.941396384696,0.00040103999999999997
Dayton OH,Columbus OH,0.000159,64.8535222601554,1.9079999999998997e-05
Rest of WI,Rest of IL,0.001635,92.7579058705509,0.00019619999999999905
San Diego CA,San Francisco CA,0.455708,458.0286513160705,0.05468496
Rest of TX,Austin TX,0.183927,314.610701316837,0.022071240000000002
North Dakota,Rest of NY,0.006589,1393.8344631447642,0.00079068
Charleston SC,Columbus OH,0.030202,523.1605881878091,0.00362424
Salt Lake City UT,Rest of KS,0.142425,801.9847066491301,0.017090999999999995
Rest of CA,San Diego CA,0.225207,2146.4342413340005,0.027024839999999998
Grand Rapids MI,Rest of GA,4.948943,3740.547615586471,0.59387316
Cleveland OH,Rest of MO,0.281782,542.3119705182937,0.03381384
Orlando FL,Maine,0.334513,1367.6644769305897,0.04014156
Oklahoma City OK,Denver CO,3.030447,507.2524711624797,0.36365364000000006
San Francisco CA,Los Angeles CA,4.222311,347.54565848377683,0.50667732
Atlanta GA,Birmingham AL,0.00212,137.4518148954463,0.00025439999999999973
Rest of KS,San Diego CA,3.580832,1188.733409587077,0.42969983999999994
Seattle WA,Rest of OR,0.000385,360.6309386201892,4.619999999999988e-05
Atlanta GA,Rest of NC,0.008145,225.2674404212191,0.0009773999999999998
Rest of WI,Rest of MO,0.001271,372.9462211443177,0.00015251999999999993
San Antonio TX,Alaska,0.000276,3268.760528201829,3.3119999999999974e-05
Houston TX,Beaumont TX,2.123831,79.35966232709066,0.25485971999999996
Orlando FL,Phoenix AZ,0.111223,1843.718903113287,0.013346759999999997
Rest of WA,San Diego CA,0.013083,9245.784889827566,0.0015699599999999998
Rest of NY,Maine,0.46769,426.21267908326246,0.056122799999999994
Detroit MI,Rest of CA,0.017018,245.68081772592944,0.00204216
Rest of SC,Montana,0.035898,1658.8565817383442,0.00430776
Fort Wayne IN,Rest of WA,0.042983,10723.414963623434,0.00515796
Rest of IN,Rest of MN,3.040172,8888.379724680397,0.36482064000000003
Charleston SC,Fort Wayne IN,0.000448,639.7861390202023,5.3759999999999885e-05
Miami FL,Baltimore MD,0.05699,954.3767964790948,0.006838799999999998
Rest of MA,Columbus OH,0.076337,480.3213557489542,0.009160440000000002
Tampa FL,Miami FL,0.003694,204.7559649422746,0.00044327999999999956
Rest of GA,Charleston SC,0.051035,3976.860489855285,0.006124199999999998
Savannah GA,Rest of NC,8.404166,519.9611218519426,1.00849992
North Dakota,Corpus Christi TX,0.001486,1379.924070105537,0.00017832000000000001
Miami FL,Rest of CA,0.136133,1341.1947157529862,0.016335959999999997
Rochester NY,Rest of OH,0.052151,246.04662224374303,0.00625812
Indianapolis IN,Savannah GA,0.002995,418.2674003408743,0.00035939999999999995
Charleston SC,Rest of SC,6e-06,192.01609177342775,7.19999999999646e-07
Rest of DE,Laredo TX,0.004567,5510.307707712874,0.00054804
North Dakota,Miami FL,0.07048,1870.6639712025408,0.0084576
Savannah GA,Greenville SC,5.162095,608.0085419630025,0.6194514
Rest of PA,Detroit MI,0.073152,724.1465461948251,0.00877824
Raleigh-Durham NC,Columbus OH,5.336002,363.5616360732408,0.64032024
Columbus OH,Rest of WA,0.369914,10857.610864923114,0.04438968
Savannah GA,Charleston SC,1.690078,732.9006357366322,0.20280936
Charleston SC,Savannah GA,0.012312,732.9006357366322,0.00147744
Rest of MO,Wichita KS,15.90414,351.9400540582318,1.9084967999999998
Milwaukee WI,San Diego CA,0.319697,1739.1426407538256,0.03836364
New Mexico,Mobile AL,0.005922,8105.20833982926,0.0007106399999999999
Laredo TX,Birmingham AL,0.14115,865.988938746284,0.016937999999999998
Tampa FL,Los Angeles CA,0.007367,2153.814646949471,0.0008840400000000001
Atlanta GA,Rest of MN,0.696697,782.0718624321858,0.08360363999999999
Mississippi,Rest of LA,2.453719,394.4908496962097,0.29444628
South Dakota,Oklahoma City OK,1.059738,650.41182392619,0.12716856
Houston TX,Wichita KS,0.009196,558.3742229250569,0.00110352
Fort Wayne IN,Indianapolis IN,10.922186,105.27029752682236,1.31066232
Idaho,Orlando FL,0.000129,2080.7803117651874,1.5479999999999997e-05
New Mexico,Rest of WA,0.066887,9878.700804368304,0.00802644
Indianapolis IN,North Dakota,0.006605,899.1980630809117,0.0007926
Atlanta GA,Detroit MI,30.597724,596.4418459175821,3.6717268799999996
Sacramento CA,Los Angeles CA,0.246218,360.9833577453937,0.02954616
Mobile AL,Savannah GA,0.002983,9616.48393397298,0.00035795999999999994
Rest of LA,Idaho,7.760887,1724.7484357983192,0.93130644
Rest of PA,Rest of KY,1.967511,423.3140253030436,0.23610132000000003
Rest of TN,Maine,0.020428,3695.990682427719,0.00245136
Orlando FL,Rest of FL,2.1e-05,136.2231706088117,2.5199999999999598e-06
Nashville TN,Rest of NY,0.982175,763.5547236545248,0.117861
Savannah GA,Miami FL,0.421711,1216.200129359304,0.050605319999999995
San Diego CA,Miami FL,0.003315,2272.066729134758,0.0003978
Tampa FL,Miami FL,0.000175,204.7559649422746,2.0999999999999674e-05
Sacramento CA,San Francisco CA,0.002784,74.81065277379628,0.0003340799999999992
Baltimore MD,Rest of DE,13.922939,4016.667416021304,1.67075268
North Dakota,Rest of LA,0.059588,1228.1148655898608,0.007150559999999999
Rest of CO,Montana,1.701004,639.3159438111139,0.20412048
Rest of FL,Miami FL,0.016293,339.8430686614042,0.0019551599999999996
Birmingham AL,Rest of LA,18.476804,223.2632766114828,2.21721648
Tucson AZ,Rest of CA,6.90056,1873.5287198007557,0.8280671999999999
Cleveland OH,Fort Wayne IN,0.000279,181.6174581107348,3.348e-05
Miami FL,Detroit MI,0.004578,1152.7244676736077,0.0005493599999999998
Raleigh-Durham NC,Rest of CA,0.062765,649.1694787950512,0.007531800000000001
Indianapolis IN,Cleveland OH,0.000245,263.3028613921609,2.9399999999999888e-05
Baton Rouge LA,Tucson AZ,0.003332,1718.766983450219,0.00039984
Montana,North Dakota,0.872323,426.0454298186916,0.10467876
Rest of AL,Wichita KS,2.312186,796.487314054951,0.27746232
Rest of IL,Laredo TX,1.050617,1191.285520078778,0.12607403999999997
Fort Wayne IN,Cleveland OH,0.102163,181.6174581107348,0.012259560000000003
Los Angeles CA,Rest of MA,0.177549,2453.0477253600834,0.02130588
Rest of NC,Savannah GA,3.327119,519.9611218519426,0.39925427999999996
New Mexico,Austin TX,12.971372,566.0447284606842,1.55656464
Rest of UT,San Diego CA,20.427656,4306.825542742066,2.4513187199999997
Miami FL,Rest of SC,0.014483,618.7419659391663,0.0017379599999999998
Rochester NY,Rest of GA,0.805071,3414.1276576639493,0.09660851999999999
Rest of TX,Maine,0.009939,1838.2450836867356,0.0011926799999999998
Rest of CT,Maine,0.020607,1028.682284336685,0.0024728400000000005
Rest of MA,Tucson AZ,0.072854,2126.0550977262856,0.00874248
Houston TX,Los Angeles CA,0.001044,1373.528870817464,0.00012527999999999994
Rest of SC,Detroit MI,0.049814,539.3863186735987,0.005977679999999999
Vermont,Miami FL,0.002895,1367.2727049654911,0.0003474
Rest of AL,Miami FL,0.002413,521.344690693401,0.00028955999999999996
Indianapolis IN,San Francisco CA,1.606265,1949.459480965784,0.1927518
Miami FL,Raleigh-Durham NC,0.004965,701.1920826040698,0.0005957999999999998
Rest of NY,San Diego CA,0.314213,2435.70749287099,0.03770556
Los Angeles CA,Fresno CA,7e-05,204.4711895335981,8.399999999999882e-06
Rest of WI,Grand Rapids MI,0.990417,117.247541234094,0.11885003999999998
Columbus OH,Rest of MO,0.000375,443.8690447552586,4.499999999999992e-05
Sacramento CA,Detroit MI,0.003787,2025.45915679684,0.00045443999999999997
Rest of NY,Laredo TX,1.202347,1716.6150672768256,0.14428164
Orlando FL,Rest of GA,0.009194,4244.882238791894,0.00110328
Columbus OH,Savannah GA,0.006751,292.8916858810261,0.0008101199999999998
Mississippi,Cleveland OH,0.441602,735.7613321271222,0.052992239999999996
Rest of MA,Miami FL,0.832358,1094.7813934985616,0.09988295999999999
Mobile AL,Rest of AL,0.000637,9177.314096342869,7.643999999999998e-05
Idaho,Phoenix AZ,0.000319,711.0686145591668,3.827999999999999e-05
San Francisco CA,Rest of MA,0.114054,2573.307425007661,0.01368648
Miami FL,Charleston SC,0.182972,483.3390798891824,0.021956639999999993
Nashville TN,Detroit MI,0.023172,470.0874332882186,0.0027806400000000005
Denver CO,Detroit MI,0.003941,1158.1923629324235,0.00047291999999999994
Austin TX,Houston TX,8.007065,146.72990195638008,0.9608478000000001
Vermont,Rest of PA,0.103102,1107.194920834773,0.012372239999999998
Rest of UT,Rest of AL,1.127099,2649.2543770138177,0.13525188
Idaho,Denver CO,0.015388,535.756849440153,0.0018465600000000003
Miami FL,Savannah GA,0.68693,1216.200129359304,0.08243160000000001
Knoxville TN,Charleston SC,0.03975,315.4885078589713,0.00477
North Dakota,Knoxville TN,0.152652,1171.934987779439,0.018318240000000006
Rest of NC,Charleston SC,0.513567,239.6712098187053,0.061628039999999995
Rest of WA,Rest of CT,0.009574,11110.948056445044,0.0011488799999999997
Rest of GA,Milwaukee WI,0.049811,3823.584470215165,0.0059773199999999995
Greenville SC,San Diego CA,0.000106,1996.4900658359463,1.2719999999999982e-05
Laredo TX,Rest of AL,9.561789,915.2179232896908,1.1474146799999996
Houston TX,Laredo TX,0.079636,295.4127001238546,0.009556319999999998
Rest of TX,San Antonio TX,0.00029,349.7388636807603,3.4799999999999836e-05
Fresno CA,Sacramento CA,0.186784,157.95306406897245,0.02241408
Rest of PA,Rest of MA,3.606716,869.7838427947365,0.43280591999999996
San Diego CA,Nashville TN,0.000471,1744.7702167041955,5.651999999999998e-05
Rest of VA,Houston TX,1.659814,1324.9406140758176,0.19917767999999997
Savannah GA,Orlando FL,0.007267,1029.3079697893745,0.0008720399999999999
Rest of KS,Los Angeles CA,0.000665,1210.919465353786,7.979999999999997e-05
Fort Wayne IN,Rest of NC,3.035406,400.80151317033057,0.36424871999999997
Rest of SC,Mississippi,0.154724,427.1884015519467,0.01856688
Wichita KS,Hartford CT,0.208948,1337.755874303589,0.025073759999999997
Rest of OH,Milwaukee WI,5.002097,355.55173179034813,0.60025164
Rest of CA,Laredo TX,0.022047,1620.1019056662735,0.00264564
Rest of CA,Los Angeles CA,0.990063,2147.207519590654,0.11880755999999999
Rest of GA,Charleston SC,3.739431,3976.860489855285,0.44873171999999995
Indianapolis IN,Rest of AZ,0.025885,1452.0223672101672,0.0031062
Iowa,Greenville SC,0.228708,766.2773597787332,0.02744495999999999
Rest of FL,Orlando FL,0.000413,136.2231706088117,4.955999999999994e-05
Rest of SC,Charleston SC,0.051318,192.01609177342775,0.006158160000000002
Maine,Cleveland OH,0.001802,705.351805033922,0.00021623999999999987
Seattle WA,Rest of WA,0.03438,8889.24945162394,0.0041256
Mobile AL,Birmingham AL,0.022139,9119.73903241901,0.0026566799999999994
Fresno CA,Rest of WA,0.023732,9093.137235974564,0.00284784
